image_name,confidence_value,IoU_value
IMG_20100101_033101.jpg,0,0.7642697773163393
IMG_20180725_122016.jpg,0,0.9601377963350788
IMG_20180724_123854.jpg,0,0.8222829572379432
IMG_20180723_144939.jpg,0,0.0
IMG_20180724_123021.jpg,0,0.0
IMG_20180723_145121.jpg,0,0.9247703145721845
IMG_20180721_091732.jpg,0,0.8166139049674088
IMG_20180719_144127.jpg,0,0.9212826019584414
IMG_20180725_121427.jpg,0,0.9005878079907985
IMG_20180720_141301.jpg,0,0.9407297841451613
IMG_20180723_122546.jpg,0,0.0
IMG_20180811_083617.jpg,0,0.02027134539617385
IMG_20180724_122617.jpg,0,0.5777783400417943
IMG_20180723_123302.jpg,0,0.8729410007537658
IMG_20180723_145947.jpg,0,0.932364080738245
IMG_20180720_142509.jpg,0,0.9436749492343222
IMG_20180719_123656.jpg,0,0.5139321658212814
IMG_20180725_113855.jpg,0,0.8129928797403015
IMG_20180717_095953.jpg,0,0.5127591098698124
IMG_20180724_121206.jpg,0,0.0
IMG_20180717_095144.jpg,0,0.9136101940516517
IMG_20180724_122629.jpg,0,0.783746637198304
IMG_20100101_031126.jpg,0,0.9472984805742466
IMG_20180717_123537.jpg,0,0.8683841743770602
IMG_1302.jpg,0,0.9245284170046241
IMG_20180724_121053.jpg,0,0.9228812478048958
IMG_20180724_121144.jpg,0,0.725591447095227
IMG_20180810_092905.jpg,0,0.9686378253134408
IMG_20180723_145326.jpg,0,0.8798155789792058
IMG_20180720_123954.jpg,0,0.9287518058206717
IMG_20180724_150758.jpg,0,0.8300127163826346
IMG_20180717_105032.jpg,0,0.9536460148110953
IMG_20180724_124841.jpg,0,0.5409509206775358
IMG_20100101_032219.jpg,0,0.9089699628557399
IMG_20180719_143723.jpg,0,0.9172165218940326
IMG_20180811_083858.jpg,0,0.9265073782548462
IMG_20100101_032102.jpg,0,0.9204805682148688
IMG_20180723_123437.jpg,0,0.0
IMG_20180724_121957.jpg,0,0.7854062554784494
IMG_20180724_121406.jpg,0,0.9432002983087582
IMG_20180714_094920.jpg,0,0.9121700474754326
IMG_20180720_142558.jpg,0,0.8927351719053028
IMG_20180723_145744.jpg,0,0.905420361519012
IMG_20180810_092151.jpg,0,0.4535692191047932
IMG_20180719_123752.jpg,0,0.8405438930281983
IMG_20100101_032317.jpg,0,0.9020658504295479
IMG_20180719_143627.jpg,0,0.7870906211697423
IMG_20180724_121924.jpg,0,0.9165326915548913
IMG_20180723_124006.jpg,0,0.6813778377184703
IMG_20180723_123106.jpg,0,0.5635640139869768
IMG_20180723_123744.jpg,0,0.9553360913651116
IMG_20100101_033158.jpg,0,0.30010570986312235
IMG_20180720_142731.jpg,0,0.9616312058278592
IMG_20100101_033113.jpg,0,0.9196096847301374
IMG_20100101_033559.jpg,0,0.38218789518169505
IMG_20180717_120957.jpg,0,0.9659601908484801
IMG_20180724_130100.jpg,0,0.7741595729011611
IMG_20100101_033207.jpg,0,0.0
IMG_20180724_125716.jpg,0,0.9606663237244732
IMG_20180721_090506.jpg,0,0.0
IMG_20180725_120143.jpg,0,0.0
IMG_20180724_121832.jpg,0,0.9113653148111617
IMG_20180720_142751.jpg,0,0.7588918409900165
IMG_20180719_125126.jpg,0,0.9088764339205412
IMG_20180723_123225.jpg,0,0.909522653901646
IMG_20180723_123915.jpg,0,0.8341542364595516
IMG_20180811_084336.jpg,0,0.9143994794739654
IMG_20180725_114304.jpg,0,0.9175057691190833
IMG_20180810_093330.jpg,0,0.8873474969303113
IMG_20180723_124904.jpg,0,0.8391583504998179
IMG_20180810_092957.jpg,0,0.5538384682552624
IMG_20180724_125420.jpg,0,0.9693241447721882
IMG_20180719_142631.jpg,0,0.7131452258027493
IMG_20180725_122039.jpg,0,0.9532078202365231
IMG_20180725_121940.jpg,0,0.8302117713056133
IMG_20180718_105313.jpg,0,0.8161230918863144
IMG_20180721_090336.jpg,0,0.45282873264977314
IMG_20180724_125230.jpg,0,0.0
IMG_20180724_120909.jpg,0,0.6266896149404633
IMG_20180811_083847.jpg,0,0.879974117134847
IMG_20180719_123848.jpg,0,0.7221201068019872
IMG_20180724_150833.jpg,0,0.8821512102617608
IMG_20180720_142111.jpg,0,0.8601036914597611
IMG_20180724_150928.jpg,0,0.930335161608236
IMG_20100101_033637.jpg,0,0.9365636405978967
IMG_20180724_120949.jpg,0,0.9531514547650622
IMG_20180724_121309.jpg,0,0.9581244340944209
IMG_20180723_123119.jpg,0,0.23525811716629116
IMG_20180719_124651.jpg,0,0.757639635395202
IMG_20180723_122303.jpg,0,0.0
IMG_20180725_120946.jpg,0,0.938888476451717
IMG_20180714_103316.jpg,0,0.9337254695307184
IMG_20180719_143637.jpg,0,0.8245059853107205
IMG_1261.jpg,0,0.9249630391964359
IMG_20100101_031805.jpg,0,0.9481164746108058
IMG_20180725_122625.jpg,0,0.9352138267146322
IMG_20180725_121411.jpg,0,0.9071788462177713
IMG_20180714_103808.jpg,0,0.9255606905396867
IMG_20180726_122652.jpg,0,0.875718391386668
IMG_20180721_090927.jpg,0,0.891374371562535
IMG_20180810_093037.jpg,0,0.9348236013369173
IMG_20100101_032532.jpg,0,0.8134592335018529
IMG_20180721_090702.jpg,0,0.7635801051700569
IMG_20180720_142458.jpg,0,0.8765942436938917
IMG_1254.jpg,0,0.9728724458825356
IMG_1263.jpg,0,0.9105988935094762
IMG_20180723_145854.jpg,0,0.9410390031775325
IMG_20180723_123254.jpg,0,0.9085648283431808
IMG_20180719_141917.jpg,0,0.9116612442401846
IMG_20180724_122904.jpg,0,0.3716432288998195
IMG_20180714_105052.jpg,0,0.9003733899385677
IMG_20100101_033337.jpg,0,0.8767471575217927
IMG_1284.jpg,0,0.6450058325273744
IMG_20180714_103949.jpg,0,0.8370337667814393
IMG_1262.jpg,0,0.6852967843773755
IMG_20180720_143100.jpg,0,0.8985682046637656
IMG_20180719_124828.jpg,0,0.9539555076587737
IMG_20180725_142219.jpg,0,0.9290074620227617
IMG_20180723_123952.jpg,0,0.8005153014516232
IMG_20180725_120338.jpg,0,0.9340436954812533
IMG_20180723_123154.jpg,0,0.2895985509363083
IMG_20180725_122619.jpg,0,0.9378005970978693
IMG_20180721_091455.jpg,0,0.9472410052883583
IMG_20180723_145353.jpg,0,0.9405143077435437
IMG_20180721_091635.jpg,0,0.8992792493990588
IMG_20180726_122312.jpg,0,0.0
IMG_1297.jpg,0,0.799878578174841
IMG_20180717_121024.jpg,0,0.8606016654624384
IMG_20180724_123732.jpg,0,0.9141435546254588
IMG_20180720_142545.jpg,0,0.8993958616263934
IMG_20180720_142104.jpg,0,0.6043624194380458
IMG_20180721_090127.jpg,0,0.8723477558145701
IMG_20180723_124522.jpg,0,0.39871900981884906
IMG_20100101_031404.jpg,0,0.9177038138176002
IMG_20180810_093312.jpg,0,0.8551287144208188
IMG_20100101_032415.jpg,0,0.7570792284038239
IMG_20180724_150507.jpg,0,0.9357803694824023
IMG_20180720_142150.jpg,0,0.6379480831797694
IMG_20180724_122525.jpg,0,0.8946455581583294
IMG_20180724_121258.jpg,0,0.0
IMG_20180810_092723.jpg,0,0.7951295025397109
IMG_20180725_122231.jpg,0,0.8389493899899378
IMG_20100101_033117.jpg,0,0.9153818479960706
IMG_20100101_033033.jpg,0,0.7979730177435291
IMG_20180714_103537.jpg,0,0.9037739116830774
IMG_20180717_100254.jpg,0,0.0
IMG_20180724_125116.jpg,0,0.848051408428724
