image_name,confidence_value,IoU_value
IMG_20100101_021624.jpg,0,0.9746099792206535
IMG_1234.jpg,0,0.14817254274240113
IMG_1243.jpg,0,0.8760760640024436
IMG_20180714_102511.jpg,0,0.9141895405749797
IMG_20180713_104842.jpg,0,0.8048851611301177
IMG_20100101_022648.jpg,0,0.8217476032560489
IMG_20100101_030359.jpg,0,0.716384773996881
IMG_20100101_022751.jpg,0,0.8311744101015605
IMG_20180723_123340.jpg,0,0.9566334148725947
IMG_20180714_103055.jpg,0,0.9394653397347064
IMG_1251.jpg,0,0.778448383334229
IMG_20180713_105001.jpg,0,0.92188722119611
IMG_20180713_111144.jpg,0,0.8583798074396091
IMG_20100101_023139.jpg,0,0.7949203464685094
IMG_20180713_111439.jpg,0,0.8915965180228367
IMG_20180714_102729.jpg,0,0.9145170600933216
IMG_1244.jpg,0,0.7738647513852341
IMG_1246.jpg,0,0.8814932678097602
IMG_20180721_090612.jpg,0,0.3167526530975017
IMG_20180713_110324.jpg,0,0.0
IMG_20180810_085645.jpg,0,0.0
IMG_1240.jpg,0,0.860403949597033
IMG_20180809_083651.jpg,0,0.8381335903470372
IMG_20100101_031419.jpg,0,0.8104616366570222
IMG_20180804_110552.jpg,0,0.0
IMG_20180714_102857.jpg,0,0.0
IMG_20180724_122357.jpg,0,0.9622756050483628
IMG_20180811_083610.jpg,0,0.6756329240006391
IMG_20180721_090501.jpg,0,0.9461438444507451
IMG_20180810_092230.jpg,0,0.9004974569540671
IMG_20180723_123653.jpg,0,0.7388680833060318
IMG_20100101_031841.jpg,0,0.8866573941456417
IMG_20180714_105021.jpg,0,0.9340739027927318
IMG_20100101_032553.jpg,0,0.8190511018663728
IMG_20180719_143203.jpg,0,0.9314496419432213
IMG_20100101_032618.jpg,0,0.45951866214275944
IMG_20180724_123530.jpg,0,0.0
IMG_20180719_124132.jpg,0,0.8649133390655559
IMG_20180720_141952.jpg,0,0.821952542934466
IMG_20180723_123939.jpg,0,0.9739304100931528
IMG_20180724_124449.jpg,0,0.8963242857320313
IMG_20180723_123134.jpg,0,0.9194133504762952
IMG_20180725_122527.jpg,0,0.7952304870177629
IMG_20180811_083958.jpg,0,0.9342982630450796
IMG_20180723_124655.jpg,0,0.862495312632893
IMG_20180714_103103.jpg,0,0.8658143845786188
IMG_20180717_122331.jpg,0,0.45774648101972537
IMG_20180721_090151.jpg,0,0.918930957468436
IMG_20180720_123553.jpg,0,0.4399764348830497
IMG_20180724_121243.jpg,0,0.9348345911871804
IMG_20180717_122754.jpg,0,0.9259414626792413
